obsID,birdID,date_time,latitude,longitude,speed,timelbl2,timelbl3,place,OB3,OB8,OB16,SA3,SA8
10209,167,7/25/2009 18:39,53.475363,6.2240039,0.224944438,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10210,167,7/25/2009 19:10,53.4756343,6.2238423,0.070710678,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10211,167,7/25/2009 19:40,53.4756406,6.22368,0.050990195,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10212,167,7/25/2009 20:11,53.4758196,6.224167,0.360277671,,,,,,,ter. locomotion,forage
10213,167,7/25/2009 20:42,53.475718,6.2237426,0,,,,,,,no locomotion,stand
10214,167,7/25/2009 21:12,53.4734129,6.229521,19.9590631,Day,Twilight,Mudflats,,,,fly,fly
10215,167,7/25/2009 21:42,53.4772082,6.2489458,0.017320508,,,,,,,no locomotion,stand
10216,167,7/25/2009 22:13,53.4771464,6.2488465,0.03,Night,Twilight,Roost,,,,no locomotion,stand
10217,167,7/25/2009 22:43,53.4771629,6.2488653,0.270924344,Night,Night,Roost,,,,no locomotion,stand
10218,167,7/25/2009 23:14,53.477179,6.2488108,0.014142136,Night,Night,Roost,,,,no locomotion,stand
10219,167,7/25/2009 23:44,53.4771787,6.2488159,0.070710678,,,,,,,no locomotion,stand
10220,167,7/26/2009 0:14,53.4771608,6.2488613,0.037416574,Night,Night,Roost,,,,no locomotion,body care
10221,167,7/26/2009 0:45,53.477169,6.2487149,0.124498996,Night,Night,Roost,,,,no locomotion,stand
10222,167,7/26/2009 1:15,53.4772182,6.248796,0.01,Night,Night,Roost,,,,no locomotion,stand
10223,167,7/26/2009 1:46,53.4771367,6.2487064,0.014142136,Night,Night,Roost,,,,no locomotion,stand
10224,167,7/26/2009 2:16,53.4771104,6.2488964,0.360693776,Night,Night,Roost,,,,no locomotion,stand
10225,167,7/26/2009 2:47,53.474992,6.2230848,0.014142136,Night,Night,Mudflats_Territory,,,,no locomotion,stand
10226,167,7/26/2009 3:17,53.4745523,6.2245177,0.134907376,Night,Night,Mudflats,,,,no locomotion,body care
10227,167,7/26/2009 3:47,53.475509,6.2238972,0.02236068,Night,Night,Mudflats_Territory,,,,ter. locomotion,forage
10228,167,7/26/2009 4:17,53.4755084,6.2237547,0.01,Night,Night,Mudflats_Territory,,,,no locomotion,body care
10229,167,7/26/2009 4:47,53.4757288,6.2235029,0.041231056,Night,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10230,167,7/26/2009 5:18,53.4757045,6.2235311,0.017320508,,,,,,,no locomotion,stand
10231,167,7/26/2009 5:48,53.4732124,6.2227302,0.081853528,,,,,,,no locomotion,stand
10232,167,7/26/2009 6:18,53.4753026,6.2243678,0.050990195,Day,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10233,167,7/26/2009 6:48,53.4755096,6.2234937,0.583266663,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10234,167,7/26/2009 7:19,53.4754964,6.2238796,0.042426407,,,,,,,no locomotion,sit
10235,167,7/26/2009 7:49,53.4756526,6.2239042,0.241039416,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10236,167,7/26/2009 8:20,53.4755648,6.2239882,0.289482297,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10237,167,7/26/2009 8:50,53.4750027,6.2246053,0.403608721,Day,Day,Mudflats,,,,no locomotion,body care
10238,167,7/26/2009 9:21,53.4754741,6.2239325,0.02236068,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10239,167,7/26/2009 9:51,53.4759329,6.2234778,0.099498744,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10240,167,7/26/2009 10:21,53.4763378,6.2314956,0.01,,,,,,,no locomotion,stand
10241,167,7/26/2009 10:52,53.4763183,6.2315748,0,Day,Day,Roost,,,,no locomotion,body care
10242,167,7/26/2009 11:22,53.4766615,6.2314176,0.128840987,Day,Day,Roost,,,,no locomotion,stand
10243,167,7/26/2009 11:52,53.4768463,6.2312293,0.033166248,Day,Day,Roost,,,,no locomotion,stand
10244,167,7/26/2009 12:22,53.4780456,6.2285313,0,Day,Day,Roost,,,,no locomotion,stand
10245,167,7/26/2009 12:53,53.477969,6.2284202,0.02236068,,,,,,,no locomotion,sit
10246,167,7/26/2009 13:23,53.4780384,6.2284282,0.115758369,Day,Day,Roost,,,,no locomotion,stand
10247,167,7/26/2009 13:53,53.4767011,6.2233028,0.017320508,Day,Day,Territory,,,,no locomotion,stand
10248,167,7/26/2009 14:24,53.4767576,6.2232311,0.01,Day,Day,Territory,,,,no locomotion,body care
10249,167,7/26/2009 14:54,53.4767003,6.223265,0.335410197,Day,Day,Territory,,,,ter. locomotion,forage
10250,167,7/26/2009 15:24,53.476062,6.2235367,0.01,,,,,,,no locomotion,body care
10251,167,7/26/2009 15:54,53.476233,6.2230704,0.537959106,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10252,167,7/26/2009 16:24,53.4764774,6.2233117,0.064807407,Day,Day,Territory,,,,no locomotion,body care
10253,167,7/26/2009 16:55,53.476056,6.2232806,0.100995049,Day,Day,Mudflats_Territory,,,,no locomotion,stand
10254,167,7/26/2009 17:25,53.4762663,6.2234496,0.2596151,,,,,,,no locomotion,body care
10255,167,7/26/2009 17:55,53.4681951,6.220966,0.11,Day,Day,Mudflats,,,,ter. locomotion,forage
10256,167,7/26/2009 18:26,53.4686062,6.2219599,0.01,Day,Day,Mudflats,,,,no locomotion,body care
10257,167,7/26/2009 18:56,53.4698151,6.2219384,0.048989795,Day,Day,Mudflats,,,,no locomotion,body care
10258,167,7/26/2009 19:26,53.4693929,6.222358,0.017320508,Day,Day,Mudflats,,,,no locomotion,body care
10259,167,7/26/2009 19:56,53.4691297,6.2197347,0,Day,Day,Mudflats,,,,ter. locomotion,forage
10260,167,7/26/2009 20:26,53.4693779,6.2224832,0.559016994,Day,Day,Mudflats,,,,no locomotion,stand
10261,167,7/26/2009 20:56,53.4755239,6.2239539,0.312729915,Day,Twilight,Mudflats_Territory,,,,no locomotion,stand
10262,167,7/26/2009 21:27,53.4755648,6.2237959,0.017320508,Day,Twilight,Mudflats_Territory,,,,no locomotion,body care
10263,167,7/26/2009 21:57,53.4757272,6.2316719,0.088317609,,,,,,,no locomotion,stand
10264,167,7/26/2009 22:28,53.4756772,6.2316808,0.114455231,Night,Twilight,Mudflats,,,,no locomotion,stand
10265,167,7/26/2009 22:58,53.475706,6.23167,0.139283883,Night,Night,Mudflats,,,,no locomotion,stand
10266,167,7/26/2009 23:28,53.4757043,6.2316576,0.014142136,Night,Night,Mudflats,,,,no locomotion,body care
10267,167,7/26/2009 23:59,53.4757179,6.2316551,0.014142136,,,,,,,no locomotion,body care
10268,167,7/27/2009 0:29,53.4766133,6.2434186,,,,,,,,no locomotion,stand
10269,167,7/27/2009 0:59,53.4765938,6.2433704,0.087749644,,,,,,,no locomotion,stand
10270,167,7/27/2009 1:30,53.4765892,6.2434062,0.207846097,Night,Night,Roost,,,,no locomotion,stand
10271,167,7/27/2009 2:00,53.4765958,6.2433833,0.325269119,Night,Night,Roost,,,,no locomotion,stand
10272,167,7/27/2009 2:30,53.4765814,6.2433623,0,Night,Night,Roost,,,,no locomotion,stand
10273,167,7/27/2009 3:01,53.4765752,6.2433818,0.279642629,Night,Night,Roost,,,,no locomotion,stand
10274,167,7/27/2009 3:31,53.4759239,6.2234585,0.242693222,Night,Night,Mudflats_Territory,,,,no locomotion,body care
10275,167,7/27/2009 4:01,53.4765692,6.2235923,0.308868904,Night,Night,Territory,,,,ter. locomotion,forage
10276,167,7/27/2009 4:32,53.4764963,6.2232746,0.290172363,Night,Night,Territory,,,,ter. locomotion,forage
10277,167,7/27/2009 5:02,53.4739016,6.2256256,16.15448854,,,,,,,fly,fly
10278,167,7/27/2009 5:33,53.47573,6.224145,0.037416574,Night,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10279,167,7/27/2009 6:03,53.4755995,6.2241421,0.710070419,Day,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10280,167,7/27/2009 6:33,53.4762013,6.2234791,0.469680743,Day,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10281,167,7/27/2009 7:04,53.4758396,6.2233461,0.567186036,,,,,,,no locomotion,sit
10282,167,7/27/2009 7:34,53.4764173,6.2232406,0.014142136,Day,Day,Mudflats_Territory,,,,no locomotion,stand
10283,167,7/27/2009 8:05,53.4763681,6.2237353,0.309515751,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10284,167,7/27/2009 8:36,53.4762558,6.2238305,0.024494897,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10285,167,7/27/2009 9:06,53.4765788,6.223595,0.360693776,Day,Day,Territory,,,,ter. locomotion,forage
10286,167,7/27/2009 9:36,53.4765329,6.2236963,0.080622577,,,,,,,ter. locomotion,forage
10287,167,7/27/2009 10:07,53.4756634,6.2236654,0.409145451,,,,,,,ter. locomotion,forage
10288,167,7/27/2009 10:38,53.4762546,6.2230049,0.13190906,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10289,167,7/27/2009 11:08,53.4764557,6.2229285,0.02236068,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10290,167,7/27/2009 11:39,53.4764489,6.2228705,0.134907376,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10291,167,7/27/2009 12:09,53.4766049,6.2227483,0.01,Day,Day,Territory,,,,no locomotion,body care
10292,167,7/27/2009 13:09,53.4779359,6.228631,0.014142136,Day,Day,Roost,,,,ter. locomotion,forage
10293,167,7/27/2009 13:40,53.4776249,6.2284655,0.014142136,Day,Day,Roost,,,,no locomotion,sit
10294,167,7/27/2009 14:10,53.4775793,6.2282136,0.128452326,Day,Day,Roost,,,,ter. locomotion,forage
10295,167,7/27/2009 14:40,53.4764026,6.2230677,0.130384048,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10296,167,7/27/2009 15:11,53.4764941,6.2232955,0.09797959,Day,Day,Territory,,,,no locomotion,stand
10297,167,7/27/2009 15:41,53.476293,6.2230703,0.152970585,,,,,,,ter. locomotion,forage
10298,167,7/27/2009 16:11,53.4763736,6.223293,0.014142136,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10299,167,7/27/2009 16:42,53.4762574,6.2241079,0.087749644,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10300,167,7/27/2009 17:12,53.4767627,6.223625,0.100498756,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10301,167,7/27/2009 17:42,53.4765375,6.2232954,0.314006369,Day,Day,Territory,,,,ter. locomotion,forage
10302,167,7/27/2009 18:13,53.4766359,6.2234369,0.399374511,,,,,,,ter. locomotion,forage
10303,167,7/27/2009 18:44,53.4768795,6.2232537,0.271661554,Day,Day,Territory,,,,ter. locomotion,forage
10304,167,7/27/2009 19:15,53.4760706,6.2235063,0.136381817,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10305,167,7/27/2009 19:45,53.4766268,6.2228057,0.058309519,Day,Day,Territory,,,,no locomotion,stand
10306,167,7/27/2009 20:15,53.4755296,6.22402,0.136014705,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10307,167,7/27/2009 20:45,53.4764199,6.2232179,0.203224014,Day,Twilight,Mudflats_Territory,,,,no locomotion,stand
10308,167,7/27/2009 21:15,53.4759588,6.2231755,0,Day,Twilight,Mudflats_Territory,,,,no locomotion,body care
10309,167,7/27/2009 21:46,53.4795711,6.2629853,16.81384251,Night,Twilight,Roost,,,,fly,fly
10310,167,7/27/2009 22:16,53.4797693,6.2616719,0.067082039,Night,Twilight,Roost,,,,no locomotion,stand
10311,167,7/27/2009 22:47,53.4798104,6.261498,0.033166248,Night,Night,Roost,,,,no locomotion,stand
10312,167,7/27/2009 23:17,53.4796469,6.2593229,0.070710678,Night,Night,Roost,,,,no locomotion,stand
10313,167,7/27/2009 23:47,53.4796676,6.2593311,0.073484692,,,,,,,no locomotion,body care
10314,167,7/28/2009 0:18,53.479597,6.2587925,0.082462113,Night,Night,Roost,,,,no locomotion,body care
10315,167,7/28/2009 0:49,53.4795492,6.2586299,0.160312195,Night,Night,Roost,,,,no locomotion,stand
10316,167,7/28/2009 1:19,53.4795169,6.2587469,0.02236068,,,,,,,no locomotion,stand
10317,167,7/28/2009 1:49,53.4792387,6.2577217,0.349284984,Night,Night,Roost,,,,ter. locomotion,forage
10318,167,7/28/2009 2:19,53.4764629,6.2227219,0.064031242,Night,Night,Mudflats_Territory,,,,no locomotion,stand
10319,167,7/28/2009 2:49,53.4765367,6.2228113,0.147309199,Night,Night,Mudflats_Territory,,,,no locomotion,body care
10320,167,7/28/2009 3:20,53.4767217,6.2231187,0.264952826,Night,Night,Territory,,,,no locomotion,body care
10321,167,7/28/2009 3:50,53.4761974,6.223338,0.766355009,Night,Night,Mudflats_Territory,,,,ter. locomotion,forage
10322,167,7/28/2009 4:21,53.476644,6.2228026,0.190262976,Night,Night,Territory,,,,ter. locomotion,forage
10323,167,7/28/2009 4:51,53.4765549,6.2232343,0.287228132,Night,Twilight,Territory,,,,ter. locomotion,forage
10324,167,7/28/2009 5:22,53.4758276,6.2236431,0.064031242,Night,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10325,167,7/28/2009 5:52,53.4765392,6.2235941,0.137477271,,,,,,,no locomotion,body care
10326,167,7/28/2009 6:22,53.4764911,6.2237723,0.017320508,,,,,,,no locomotion,stand
10327,167,7/28/2009 6:52,53.476693,6.2234873,0.100498756,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10328,167,7/28/2009 7:22,53.4754523,6.2240811,0.03,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10329,167,7/28/2009 7:53,53.4763172,6.2236174,0.083666003,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10330,167,7/28/2009 8:23,53.4764643,6.2229937,,,,,,,,no locomotion,body care
10331,167,7/28/2009 8:53,53.4755514,6.223978,0.227596134,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10332,167,7/28/2009 9:23,53.4764282,6.22325,0.11,,,,,,,no locomotion,sit
10333,167,7/28/2009 9:53,53.4755045,6.2238609,0.324499615,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10334,167,7/28/2009 10:24,53.4764657,6.2229762,0.03,,,,,,,no locomotion,body care
10335,167,7/28/2009 10:54,53.4765077,6.2232267,0.01,Day,Day,Territory,,,,no locomotion,sit
10336,167,7/28/2009 11:25,53.4765057,6.2230537,0.172336879,Day,Day,Territory,,,,no locomotion,body care
10337,167,7/28/2009 11:55,53.4768198,6.2232564,0.150996689,Day,Day,Territory,,,,ter. locomotion,forage
10338,167,7/28/2009 12:25,53.4767624,6.2233576,0.125698051,Day,Day,Territory,,,,ter. locomotion,forage
10339,167,7/28/2009 12:57,53.4768061,6.2316532,1.214783931,Day,Day,Roost,,,,no locomotion,stand
10340,167,7/28/2009 13:28,53.4776146,6.2283464,0.13114877,Day,Day,Roost,,,,no locomotion,body care
10341,167,7/28/2009 13:58,53.4775911,6.2284311,0.198242276,Day,Day,Roost,,,,no locomotion,stand
10342,167,7/28/2009 14:28,53.4775509,6.2283956,0.073484692,Day,Day,Roost,,,,no locomotion,stand
10343,167,7/28/2009 14:59,53.477495,6.2284103,0.05,,,,,,,no locomotion,stand
10344,167,7/28/2009 15:29,53.4765341,6.2231139,0.045825757,Day,Day,Territory,,,,no locomotion,body care
10345,167,7/28/2009 15:59,53.4765013,6.2230017,0.050990195,,,,,,,no locomotion,sit
10346,167,7/28/2009 16:30,53.476657,6.2227586,0,Day,Day,Territory,,,,no locomotion,sit
10347,167,7/28/2009 17:00,53.4766719,6.2233628,0.953991614,Day,Day,Territory,,,,ter. locomotion,forage
10348,167,7/28/2009 17:30,53.4768425,6.2233266,0.417252921,Day,Day,Territory,,,,ter. locomotion,forage
10349,167,7/28/2009 18:01,53.4765128,6.2231104,0.242899156,Day,Day,Territory,,,,no locomotion,body care
10350,167,7/28/2009 18:31,53.4762025,6.2230683,0.566833309,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10351,167,7/28/2009 19:01,53.4695667,6.2216031,0.221585198,,,,,,,ter. locomotion,forage
10352,167,7/28/2009 19:31,53.4691318,6.2214034,0.193390796,Day,Day,Mudflats,,,,ter. locomotion,forage
10353,167,7/28/2009 20:02,53.4756084,6.223711,0.242899156,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10354,167,7/28/2009 20:32,53.4755548,6.2238505,0.070710678,Day,Day,Mudflats_Territory,,,,no locomotion,stand
10355,167,7/28/2009 21:02,53.4757297,6.2241695,0.287576077,Day,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10356,167,7/28/2009 21:32,53.4753589,6.2241349,0.158429795,Day,Twilight,Mudflats_Territory,,,,no locomotion,body care
10357,167,7/28/2009 22:02,53.4753277,6.2242092,0.01,,,,,,,no locomotion,body care
10358,167,7/28/2009 22:33,53.4753179,6.2241968,0.136381817,Night,Twilight,Mudflats_Territory,,,,no locomotion,stand
10359,167,7/28/2009 23:03,53.4754213,6.2246313,0.033166248,Night,Night,Mudflats,,,,no locomotion,body care
10360,167,7/28/2009 23:34,53.475456,6.2240792,0.341467422,Night,Night,Mudflats_Territory,,,,ter. locomotion,forage
10361,167,7/29/2009 0:04,53.4752446,6.2244387,0.104880885,Night,Night,Mudflats_Territory,,,,no locomotion,stand
10362,167,7/29/2009 0:35,53.4752354,6.2244237,0.073484692,Night,Night,Mudflats_Territory,,,,no locomotion,stand
10363,167,7/29/2009 1:06,53.475231,6.2244525,0.099498744,,,,,,,no locomotion,stand
10364,167,7/29/2009 1:36,53.4766305,6.2318216,0.01,Night,Night,Roost,,,,no locomotion,stand
10365,167,7/29/2009 2:06,53.476647,6.231539,0,Night,Night,Roost,,,,no locomotion,body care
10366,167,7/29/2009 2:37,53.4765922,6.231522,0.042426407,,,,,,,no locomotion,stand
10367,167,7/29/2009 3:07,53.476151,6.2234112,0.550817574,,,,,,,ter. locomotion,forage
10368,167,7/29/2009 3:38,53.4760811,6.2232237,0.174928557,Night,Night,Mudflats_Territory,,,,ter. locomotion,forage
10369,167,7/29/2009 4:08,53.4763981,6.2230635,0.087749644,,,,,,,ter. locomotion,forage
10370,167,7/29/2009 4:38,53.4768234,6.2232505,0.024494897,,,,,,,no locomotion,stand
10371,167,7/29/2009 5:09,53.476894,6.2233503,0.11045361,,,,,,,no locomotion,body care
10372,167,7/31/2009 6:14,53.4761899,6.2233335,0.159373775,Day,Twilight,Mudflats_Territory,,,,no locomotion,body care
10373,167,7/31/2009 6:44,53.4756862,6.2237603,0.014142136,Day,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10374,167,7/31/2009 7:14,53.476424,6.223002,0,Day,Day,Mudflats_Territory,,,,no locomotion,stand
10375,167,7/31/2009 7:44,53.476304,6.2231844,0.33015148,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10376,167,7/31/2009 8:15,53.4760377,6.2242845,0.145945195,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10377,167,7/31/2009 8:46,53.4756094,6.2237502,0.128452326,,,,,,,ter. locomotion,forage
10378,167,7/31/2009 9:16,53.4763364,6.2232198,0,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10379,167,7/31/2009 9:46,53.4763254,6.2233133,0.046904158,,,,,,,no locomotion,sit
10380,167,7/31/2009 10:16,53.4763597,6.223335,0.119163753,,,,,,,no locomotion,body care
10381,167,7/31/2009 10:47,53.4761787,6.2230264,0.18547237,,,,,,,ter. locomotion,forage
10382,167,7/31/2009 11:17,53.476278,6.2239459,0.214476106,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10383,167,7/31/2009 11:47,53.4763003,6.2237216,0.050990195,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10384,167,7/31/2009 12:18,53.4760875,6.2231662,0.083066239,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10385,167,7/31/2009 12:48,53.4757324,6.2238392,0.045825757,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10386,167,7/31/2009 13:19,53.4756209,6.2239811,0.102469508,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10387,167,7/31/2009 13:49,53.4756899,6.2236482,0.064031242,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10388,167,7/31/2009 14:19,53.4754945,6.2240396,0.041231056,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10389,167,7/31/2009 14:50,53.4760201,6.2230919,0.054772256,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10390,167,7/31/2009 15:20,53.4764706,6.2229529,0.074833148,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10391,167,7/31/2009 15:50,53.476463,6.2229567,0.221133444,Day,Day,Mudflats_Territory,,,,no locomotion,sit
10392,167,7/31/2009 16:21,53.4764727,6.2229264,0.363042697,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10393,167,7/31/2009 16:51,53.4764499,6.2229275,0.02236068,,,,,,,no locomotion,stand
10394,167,7/31/2009 17:21,53.4763881,6.2229266,0.158113883,,,,,,,no locomotion,stand
10395,167,7/31/2009 17:52,53.4764035,6.2228743,0.050990195,Day,Day,Mudflats_Territory,,,,no locomotion,stand
10396,167,7/31/2009 18:22,53.4764567,6.2229174,0.059160798,Day,Day,Mudflats_Territory,,,,no locomotion,body care
10397,167,7/31/2009 18:52,53.4760715,6.2232656,0.290860791,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10398,167,7/31/2009 19:23,53.4761895,6.223246,0.151657509,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10399,167,7/31/2009 19:53,53.4756303,6.2240787,0.236854386,Day,Day,Mudflats_Territory,,,,ter. locomotion,forage
10400,167,7/31/2009 20:23,53.4759976,6.2241936,0.233452351,,,,,,,ter. locomotion,forage
10401,167,7/31/2009 20:53,53.4758491,6.224305,0.416293166,,,,,,,no locomotion,body care
10402,167,7/31/2009 21:24,53.4756553,6.2243234,0.134907376,Day,Twilight,Mudflats_Territory,,,,ter. locomotion,forage
10403,167,7/31/2009 21:54,53.47577,6.2240765,0.100498756,,,,,,,ter. locomotion,forage
10404,167,7/31/2009 22:25,53.4758217,6.2233992,0.962236977,Night,Twilight,Mudflats_Territory,,,,fly,fly
10405,167,7/31/2009 22:55,53.4757073,6.2235167,0.057445626,,,,,,,ter. locomotion,forage
10406,167,7/31/2009 23:26,53.4756093,6.2236459,0.260384331,Night,Night,Mudflats_Territory,,,,ter. locomotion,forage
10407,167,7/31/2009 23:56,53.4758525,6.2236936,0.219089023,Night,Night,Mudflats_Territory,,,,ter. locomotion,forage
14206,169,7/21/2009 0:09,53.476023,6.2257759,0.422137418,Night,Night,Mudflats,,,,ter. locomotion,forage
14207,169,7/21/2009 0:39,53.4759835,6.2255187,0.225166605,,,,,,,ter. locomotion,forage
14208,169,7/21/2009 1:10,53.4757781,6.2258839,0.125299641,Night,Night,Mudflats,,,,ter. locomotion,forage
14209,169,7/21/2009 1:41,53.4758705,6.2257448,0,Night,Night,Mudflats,,,,no locomotion,body care
14210,169,7/21/2009 2:11,53.4655352,6.2194085,0.058309519,,,,,,,ter. locomotion,forage
14211,169,7/21/2009 2:42,53.4652651,6.2181539,0.210950231,Night,Night,Mudflats,,,,ter. locomotion,forage
14212,169,7/21/2009 3:12,53.4718325,6.2184583,0.252586619,Night,Night,Mudflats,,,,ter. locomotion,forage
14213,169,7/21/2009 3:42,53.4761103,6.2256968,0.519037571,Night,Night,Mudflats,,,,no locomotion,body care
14214,169,7/21/2009 4:13,53.476608,6.2257332,0.386910842,Night,Night,Territory,,,,no locomotion,stand
14215,169,7/21/2009 4:43,53.4766176,6.2257445,0.34,Night,Twilight,Territory,,,,no locomotion,stand
14216,169,7/21/2009 5:14,53.4767397,6.2258022,0,,,,,,,no locomotion,stand
14217,169,7/21/2009 5:44,53.4768222,6.2255942,0.100498756,,,,,,,no locomotion,stand
14218,169,7/21/2009 6:14,53.4767512,6.2257933,0,Day,Twilight,Territory,,,,no locomotion,stand
14219,169,7/21/2009 6:45,53.4767535,6.2257462,0.113578167,Day,Day,Territory,,,,no locomotion,stand
14220,169,7/21/2009 7:15,53.4767359,6.2257915,0.11,Day,Day,Territory,,,,no locomotion,stand
14221,169,7/21/2009 7:45,53.4767189,6.2257939,0.065574385,Day,Day,Territory,,,,no locomotion,body care
14222,169,7/21/2009 8:16,53.4768674,6.2313536,0.111803399,Day,Day,Roost,,,,no locomotion,stand
14223,169,7/21/2009 8:46,53.4768427,6.2312782,0.01,Day,Day,Roost,,,,no locomotion,body care
14224,169,7/21/2009 9:17,53.4768026,6.2312361,0.674314467,Day,Day,Roost,,,,no locomotion,stand
14225,169,7/21/2009 9:48,53.4768186,6.2311642,0.064031242,,,,,,,no locomotion,sit
14226,169,7/21/2009 10:18,53.4768254,6.2311533,0.081240384,Day,Day,Roost,,,,no locomotion,sit
14227,169,7/21/2009 10:48,53.4768214,6.2311662,0.130766968,Day,Day,Roost,,,,no locomotion,sit
14228,169,7/21/2009 11:19,53.4767947,6.2311276,0.06164414,Day,Day,Roost,,,,no locomotion,stand
14229,169,7/21/2009 11:49,53.4766554,6.2311984,0.18627936,Day,Day,Roost,,,,no locomotion,body care
14230,169,7/21/2009 12:20,53.469639,6.223749,0.20976177,,,,,,,ter. locomotion,forage
14231,169,7/21/2009 12:50,53.4647808,6.211666,0.140712473,Day,Day,Mudflats,,,,ter. locomotion,forage
14232,169,7/21/2009 13:20,53.4633753,6.2152099,0.329393382,Day,Day,Mudflats,,,,ter. locomotion,forage
14233,169,7/21/2009 13:51,53.4644697,6.2164158,0.382230297,Day,Day,Mudflats,,,,no locomotion,body care
14234,169,7/21/2009 14:52,53.4650697,6.2178078,0.024494897,Day,Day,Mudflats,,,,ter. locomotion,forage
14235,169,7/21/2009 15:22,53.4650245,6.2184003,0.236220236,Day,Day,Mudflats,,,,ter. locomotion,forage
14236,169,7/21/2009 15:52,53.4652741,6.2177729,0.136014705,Day,Day,Mudflats,,,,ter. locomotion,forage
14237,169,7/21/2009 16:23,53.4647675,6.2177688,0.174928557,Day,Day,Mudflats,,,,ter. locomotion,forage
14238,169,7/21/2009 16:53,53.4760409,6.2310195,0.041231056,Day,Day,Mudflats,,,,no locomotion,stand
14239,169,7/21/2009 17:24,53.4760852,6.2310185,0.482700735,Day,Day,Mudflats,,,,no locomotion,stand
14240,169,7/21/2009 17:55,53.4760481,6.2309876,0.01,,,,,,,no locomotion,stand
14241,169,7/21/2009 18:25,53.4759932,6.2305501,0.083666003,Day,Day,Mudflats,,,,no locomotion,stand
14242,169,7/21/2009 18:56,53.4764414,6.2256303,0.227596134,Day,Day,Mudflats_Territory,,,,no locomotion,sit
14243,169,7/21/2009 19:26,53.4764292,6.2256699,0.034641016,,,,,,,no locomotion,stand
14244,169,7/21/2009 19:57,53.4766976,6.2256506,0.041231056,,,,,,,no locomotion,stand
14245,169,7/21/2009 20:28,53.4766937,6.2256394,0.1396424,Day,Day,Territory,,,,no locomotion,stand
14246,169,7/21/2009 20:59,53.4767509,6.2257635,0.365239647,Day,Twilight,Territory,,,,no locomotion,stand
14247,169,7/21/2009 21:29,53.4767061,6.2257111,0.070710678,Day,Twilight,Territory,,,,no locomotion,stand
14248,169,7/21/2009 22:00,53.4765908,6.2256296,0.045825757,Night,Twilight,Territory,,,,no locomotion,stand
14249,169,7/21/2009 22:30,53.476433,6.2257352,0.236854386,,,,,,,no locomotion,stand
14250,169,7/21/2009 23:01,53.4765053,6.2257523,0,Night,Night,Territory,,,,no locomotion,stand
14251,169,7/21/2009 23:31,53.4764963,6.225821,0,Night,Night,Mudflats_Territory,,,,no locomotion,stand
